symbol,price,size,time
WINRW,0.2805,100,1548357177014
MIN,2.955,40,1657828448835
BRLIU,10.96,10,1648065590183
OXUS,10.0,100,1656600025682
AGFS,1.58,29,1657828199113
ALLK,3.76,3,1657828795952
MLPC,6.85,7,1601303624133
REMG,24.39,100,1655132650501
GDV-K,20.03,100,1657650314890
SHCRW,0.17,100,1656705483481
FMIVU,9.805,285,1655316986699
XPAXU,9.92,200,1652987722327
ARRW,9.8,100,1657819110922
SMED,8.465,20,1657828772743
HYMC,0.9889,1,1657828788309
BNNRW,0.1118,100,1657827605210
BML-L,20.16,71,1657819204489
LTPZ,66.71,1,1657828198385
PMVC=,9.97,100,1657820569992
GWACU,9.99,100,1607113991064
EME,100.58,3,1657828791915
SPTN,30.98,100,1657828799789
NRIM,39.19,1,1657828795401
OCUP,1.96,100,1657812639012
ID,1.15,4,1657740603867
ZVIA,3.085,100,1657828794515
CLSM,21.205,100,1657818554977
JPIH,28.32,24,1550165102730
USIG,51.155,100,1657828785803
SSNT,2.89,11,1657822213097
SWBK+,2.1,89,1635962893898
QQJG,20.85,4,1649793586277
BIOTU,9.83,1,1657549181796
MMDMW,0.3,100,1568052101712
PCMI,35.0,200,1567108783483
ZWRKW,0.1141,100,1657653935814
HTBK,10.605,36,1657828796214
DNA+,0.629,100,1657125225758
BPAC,9.93,2155,1655841230125
CRHC,9.96,43,1657828798124
GIII,19.78,3,1657828796929
GECCM,24.2,100,1657721777077
DKT*,24.99,89,1577479553934
PSA-Z,25.36,2,1558543695314
DEEP,30.065,1,1657725919151
CRU,9.84,12,1657137484897
DGT,92.98,100,1657805400206
BRPA,23.65,5,1621886077571
ESRT,7.23,72,1657828798147
ALQA,2.75,300,1556910337582
ADRO,14.665,10,1601927887930
URNM,56.64,1,1657829190963
KLAQW,0.15,100,1657298279651
NSPRW,0.2995,100,1624641835655
JPM-A,25.04,78,1572633132869
VTOL,22.55,8,1657828795099
HPLTW,0.24,4000,1649948284113
BSCV,16.6,6,1657115665921
KVSA,9.76,1,1657223992285
TPGY=,9.96,60,1657827955834
WEJO,1.265,5,1657828795067
PACX,9.85,170,1657038173196
RAPT,20.01,200,1657828798227
JIGB,47.59,100,1653500913962
GRFS,9.7,46,1657828775780
KGC,3.12,200,1657828798640
EVR,85.75,97,1657828797714
PTEN,12.68,100,1657828794204
FEIG,41.71,9,1657306873233
DMYQ,10.81,20,1638910797494
GEMP,0.3152,100,1577736955289
IFBD,0.4651,100,1657736267241
TFSL,12.935,57,1657828794749
CAAS,2.81,200,1657808284401
JMPD,25.74,100,1577114036852
PSFD,22.01,100,1657562891076
TIMB,11.9,65,1657828791204
BEMO,31.03,100,1563888601780
DNOW,9.48,20,1657828796607
TGLS,18.16,17,1657828793037
AGOV,79.6,1,1657204680563
XBIT,5.12,10,1657828795148
SMWB,9.44,84,1657828768553
VWID,26.83,100,1653419596523
MGM,28.43,200,1657828798468
AMTR,29.61,100,1608324549009
OIH,201.11,34,1657828785061
JJP,65.77,100,1650913081617
FSNB=,9.83,100,1657818309802
EUMV,25.875,100,1597413694663
MOGU,2.1,100,1656600278431
AKR,15.6,3,1657828796245
JPSE,36.72,44,1657805940003
RILYT,23.25,100,1657646909987
GDVD,21.47,4,1657723724557
ATVCU,9.8,100,1657559704052
VIHAW,1.73,100,1634236341699
DM,2.3,87,1657828795263
SATS,18.5,2,1657828796003
FACA,9.83,5,1657654866703
VGK,50.47,1,1657829052288
SG,14.47,11,1657828795060
PREF,17.325,100,1657827824602
GMBL,0.3999,16,1657827420616
BJUN,29.92,33,1657827783382
ARPO,2.19,34,1630007997024
GCAP,6.05,100,1596139168913
RF-C,23.79,8,1657820120337
GYC,25.24,100,1611074368245
AMZA,26.28,1,1657827936950
TRX,0.3361,100,1657828649454
ETSY,79.74,174,1657828798125
TMO,525.83,1,1657828795671
TBRGU,12.0,400,1557863173338
MCMJ,6.53,100,1644008379499
AACQU,10.65,300,1624478141389
FLTR,24.66,100,1657825097856
CLPS,1.59,81,1657655843841
BLOK,18.89,100,1657828788793
APLT,1.04,1,1657828789389
MKC,82.43,1,1657828791495
JAG,8.23,2000,1578603597032
PRFX,0.79,100,1657814528347
ONCT,1.125,61,1657828760608
EZGO,0.7,100,1657725155708
AREX,0.079,600,1573505816448
CLH,85.57,2,1657828796297
LESL,14.62,22,1657828798062
GLAQW,0.35,100,1654193074287
FGLD,24.12,5,1656687364906
PLAOW,0.14,100,1657818093463
SOUN,3.23,64,1657828788746
CUBB,22.81,6,1657724488703
OCA+,0.0009,900,1654015947626
SPMB,22.895,500,1657828794797
EEIQ,1.52,100,1657827365914
SBG+,1.26,100,1626378853488
WLTG,20.37,1,1657737748179
CLDR,15.99,4920,1633636768093
FORR,45.43,5,1657828775954
EXPI,13.25,18,1657828798157
IR,39.85,100,1657828799057
VCKAU,10.28,100,1656702892233
NEWT,19.84,1,1657830342045
PPGHU,10.55,200,1648497504172
PAFO,10.04,6,1655236789473
CLDL,7.105,100,1657824402273
GSD,30.56,100,1551728387155
NUEM,25.99,100,1657815627638
BWZ,26.14,100,1657826794726
RAIN,5.43,93,1657828796992
SLY,79.01,100,1657827576972
BWA,33.03,90,1657828797307
FE,37.36,1,1657828797006
RCUS,29.52,200,1657828796598
DSACU,10.29,100,1654705935669
BFH,38.96,100,1657828799567
INBK,35.18,8,1657828795038
FRX+,3.45,100,1624648783893
MYFW,27.25,22,1657828794224
POAI,0.421,300,1657734822164
VLRS,9.26,100,1657828792051
CBSH,65.04,37,1657828798114
CPB,49.045,3,1657828798250
OKTA,92.84,10,1657828799522
SPSC,101.73,2,1657828795819
ACTDW,0.95,100,1657734578576
GORO,1.55,100,1657828634299
JSCP,46.3,500,1657820579615
DY,97.55,1,1657828795101
TPL,1644.64,6,1657828790751
ATMP,16.72,100,1657222912569
LBBBR,0.15,100,1652383363034
SRLN,41.64,100,1657828793377
NUVB,3.55,26,1657828795911
TI.A,5.15,100,1562340091289
CIAN,3.32,822,1645822796373
ADMS,8.22,2,1637701190365
IMFI,26.13,100,1579196815924
ZGBR,49.03,100,1615480032504
RCRTW,0.14,100,1657720039483
SVFB,9.815,100,1657114202005
MBOT,4.76,100,1657828795402
TPST,2.48,21,1657820201522
RISE,19.86,1,1603896994655
NTB,31.735,23,1657828797720
FPFD,20.3,100,1656359659023
DFUV,30.89,100,1657828699580
CLSE,14.42,100,1657547540739
XFINW,0.1424,100,1657294715169
KNAB,40.42,23,1604508913417
GTT,2.365,200,1625169591373
MSL,11.37,50,1569009589142
SHCA,10.0,500,1657217360219
ANVS,13.35,33,1657828511115
AGN,193.09,100,1588967998301
LOACW,1.305,100,1616084855459
BLW,12.49,100,1657817150893
PRIF-K,23.19,1,1657815390598
FBC,35.26,8,1657828795339
MAC,9.01,21,1657828798096
YUMC,45.81,100,1657828796430
HKIB,3.86,1,1643402992847
MTEK,1.325,100,1657828795181
MDRRP,19.45,100,1653578005730
PSAC,13.76,100,1626897574800
GVCIW,0.13,100,1654534559486
HOV,42.62,70,1657828795022
SYKE,53.99,29,1630007999202
RNEM,44.07,20,1655147568882
RHI,75.94,100,1657828799529
HYZNW,0.5746,100,1657828444372
VLD,2.195,5,1657828794022
MOC,2.84,50,1550781327232
BPL,41.475,20,1572551987594
BNCL,16.01,100,1551387598964
PEO,18.48,100,1657825088039
FBK,38.28,2,1657828794254
CRHM,3.995,4,1619121581586
MOFG,28.54,1,1657828651784
HIX^,0.004,100,1651780506395
OVV,39.88,86,1657828798056
MCW,10.76,1,1657831103262
SOLO,1.42,21,1657828795461
ECLN,24.375,108,1657737923888
SMIH,9.73,100,1657650287150
ANNX,4.48,10,1657828793458
IMAQR,0.045,100,1657288479745
SPXS,26.505,100,1657828780009
SFLY,50.985,5,1569355187935
SBUG,28.83,41,1656094571680
WGMI,9.93,1,1657214153548
HMPT,3.42,200,1657828326763
CLBR,9.71,100,1657562878322
IWN,135.11,1,1657829033322
TS,24.275,7,1657828772626
PBJ,43.675,28,1657813837784
ATY,2.33,100,1657827979383
HIMX,6.56,55,1657828796669
DBEF,34.68,69,1657825975815
EJFAW,0.2843,167,1655835684872
CCX=,10.46,100,1621624448593
SXT,79.27,1,1657828795242
TMDV,50.52,100,1642105422027
ADER,9.83,100,1657814053225
SII,33.71,100,1657828795044
SUMO,7.15,215,1657828796392
WPG-H,4.64,81,1632945574518
CEA,18.915,10,1657739166374
BAC-W*,25.01,300,1567692429484
DTW,23.83,100,1657811412155
IEP,51.41,1,1657829022491
FORH,23.44,100,1657741526808
NMAI,12.76,20,1657828774364
ACSG,33.19,200,1629227869980
RQI,13.67,23,1657827642187
QVML,22.48,100,1655828409160
RVPHW,0.2,100,1656014378262
ASO,38.44,5,1657828797056
PL+,0.8759,300,1656689720078
AEMD,1.02,1,1657828259332
EVLVU,10.38,39,1629230395312
SRNG,11.66,12,1631824452251
AWAY,16.36,100,1657828752429
ACDI+,0.11,600,1656014341568
AMTB,27.99,8,1657828796259
PVG,15.03,300,1646773197990
HCLP,2.305,100,1559332391129
BCEL,2.12,27,1657828790827
IAE,6.58,100,1657828207514
PRTG,8.82,2,1657828574136
SLNOW,0.0211,117,1572884078518
BREZ,10.285,80,1657652150459
YLDE,36.57,9,1657810766502
COVAU,9.88,100,1657568828583
EWO,17.14,3,1657824843448
FHN-E,25.36,30,1657045492668
EQL,92.61,150,1657827081224
IWFG,25.25,29,1657120642026
PAWZ,52.48,30,1657826481249
BITE+,0.1,100,1657136624182
DPCSU,9.98,100,1657045570064
HYLB,34.09,100,1657828787208
SDHY,14.91,60,1657828796662
TOACW,0.15,100,1657050912022
DVYA,32.415,96,1657823191226
GURE,4.07,100,1657822219462
SBTX,4.38,67,1657828796935
LLAP+,0.5033,100,1657559718845
FLQD,31.55,12,1657725079436
MBCN,25.31,1,1657655768221
KCAC+,0.27,400,1657130518167
BIIB,214.29,33,1657828798680
ALCC,9.7,100,1657654543241
ONYXU,10.14,100,1656435498551
VKTX,3.56,100,1657828792260
RNGR,9.4,5,1657828794552
EXTR,10.25,87,1657828796705
RNR-C*,24.98,75,1584993596801
MAACU,10.63,100,1632167174619
SWAGW,0.24,100,1657027903141
TDTF,25.255,43,1657828061682
BLUE,4.93,26,1657828796832
DPZ,398.92,54,1657828799661
EMCR,26.17,2,1657654893296
LLEX,0.26,200,1593197687050
OTRA,10.14,100,1652989309198
IUSG,84.07,2,1657815914380
FRNW,21.5,91,1657652486014
RAM,10.13,100,1657808602986
GLSI,10.18,4,1657828788262
IRL,7.04,100,1657809503077
CHMI-B,22.26,200,1657558395593
WBDWV,24.43,200,1649447998959
RPID,4.31,1,1657828795028
BOJA,16.1,99,1548449943243
MITAU,9.75,10,1657809765274
ACNB,30.0,2,1657828794135
BF.A,69.85,26,1657828752741
EVTV,5.92,71,1657823496278
QRTEV,105.25,100,1599239818298
SXCP,12.425,100,1561665595058
DUHP,22.77,92,1657828794734
IFRX,1.42,394,1657828748169
HSPX,44.83,100,1597851284778
HTCR,2.95,10,1657831789327
DEW,44.53,200,1657827817515
CHNA,20.77,599,1656703266859
IMVT,4.3,81,1657828798037
PSAGU,9.8,100,1657824591368
PSP,9.7,181,1657735300027
HYRM,22.09,5,1656699159316
BTN,2.37,90,1657828713756
KAHC+,0.2582,100,1657652375761
BAC-Y,25.36,100,1576600840890
PCQ,15.23,300,1657828607292
RCHGW,0.06,4200,1656090471622
TWO-B,20.96,100,1657826900672
CONN,9.145,180,1657828797993
SVOK,9.05,100,1638997193511
VLN,3.95,100,1657811537277
TETC,9.78,25,1657742324269
SHI,15.93,2,1657828788294
PZT,22.9,67,1657736372842
NVAC,9.87,100,1656691198589
NRCG+,2.35,20,1572532297982
ARIZ,9.89,105,1654610621158
VZA,25.7,171,1549485904903
CRD.B,6.72,73,1657742385761
ESGD,60.785,100,1657825005663
FXC,74.47,97,1657813133615
ARBKL,16.66,100,1657821020597
BAC-C,24.99,100,1611325835183
CMLFW,3.9,76,1626983644838
PRTO,0.8011,200,1578603484103
AZAL,27.43,400,1657136412818
BHACU,9.9,100,1657549791871
EQBK,28.36,20,1657828788422
IJH,225.55,50,1657828776102
NM,2.02,100,1657819931045
EWV,20.1,25,1657817619903
IMKTA,89.84,12,1657828796868
CRNCV,17.35,100,1569959920682
ACST,0.8947,100,1657826088678
AMAT,91.67,200,1657828799513
BOCN,9.93,100,1656343056171
UN,60.5,100,1606499995055
BATT,14.08,283,1657828794832
MBND,27.2,100,1657288805470
GGN-B,23.03,72,1657727750470
NPFD,18.28,32,1657828658418
TAAG,27.305,7,1630083039789
DSPG,21.99,3,1638478787035
NHS,8.17,100,1657824317894
IVES,33.31,12,1657216822982
EBR,8.06,100,1657828794159
IMRX,7.545,33,1657828720012
FTEV+,0.0936,100,1654608892085
SEAC,0.568,100,1657828685534
PBB,25.24,96,1612385074408
BTTR,1.88,100,1657828366971
LOVE,33.31,200,1657828798889
UDEC,28.01,20,1657289934658
NUMV,30.76,160,1657742387149
KRE,56.82,200,1657828799585
BRY,7.105,50,1657828797764
WU,16.125,100,1657828791932
CLRCW,0.1,600,1654522339282
SWSS,9.9,100,1657644039452
DLNG,3.03,12,1657828791315
EVOJ,9.81,100,1657558626942
ACCD,9.47,200,1657828798682
GOODP,25.14,100,1571773274120
NFINU,12.545,100,1602183767902
SY,0.8989,100,1657821686219
BH.A,655.1,1,1654717025805
VABK,30.4,1,1657742386507
FLBL,23.08,100,1657810720334
SCOB,9.8,100,1657825191611
VCXA,9.89,1,1657569585937
ALPAW,0.4793,37,1652201712502
TTNP,1.235,177,1657828795256
GENE,1.425,2,1657828786508
CRBP,0.2952,100,1657827473427
RESP,41.98,100,1657302480790
RGSE,0.46,100,1550174442307
BGLD,17.85,4,1657729063840
THMAU,10.37,100,1637172247471
NSTD,9.81,8,1655407985551
NOVVU,10.5,100,1656009618569
QDEL,99.11,2,1657828799109
ELLO,24.73,100,1657637854132
GBIL,99.77,100,1657822642547
SPGM,45.07,100,1657821033551
ABTX,38.24,2,1657828795025
SGG,55.16,21,1657033310595
MCF,3.215,100,1638910794475
MNA,30.86,100,1657820624187
PE,16.92,100,1610485195291
INXN,78.07,100,1584043182997
RBCAA,47.52,200,1657828798311
AGX,34.75,14,1657828795171
XHB,57.95,100,1657828790109
PFUT,17.43,60,1656077686313
TTWO,122.75,72,1657828799205
LZB,25.55,6,1657828792235
LAAAW,0.225,100,1657298279506
ALTL,40.19,100,1657815250349
SANBW,0.14,300,1653421027947
WAIR,11.045,144,1578517188886
T-C,19.705,100,1657828605425
ETD,21.46,182,1657828794869
FOSLL,20.02,100,1657818333134
FTAIO,20.95,100,1657736150118
FCUV,13.48,1,1657828796433
CRXT,0.37,100,1657807433076
TLGA=,9.83,100,1657813932276
PALC,34.15,100,1657826286257
STNE,8.07,19,1657828796754
SJW,62.71,16,1657828795214
PBTP,25.43,3,1657828786839
SPYG,53.15,100,1657828700727
APMI,9.69,100,1657114200676
OSUR,2.93,30,1657828796364
SYF-A,19.16,100,1657828705870
GXF,32.2,100,1635527185992
ATAC,10.01,100,1621453515245
RMGC,9.83,1,1657742381003
RKT,8.5,12,1657828795474
PII,107.55,38,1657828798454
BLUA,9.83,266,1657222714653
SCHH,20.65,1260,1657832178462
FNG,10.3,300,1570127088843
RPT-D,48.61,7,1657554633065
SATO,6.53,5,1657806946206
OTIV,0.171,154,1572465466927
BERY,52.68,98,1657828798080
ADTH,2.74,4,1657832021401
EDR,20.765,400,1657828791144
NEPH,1.51,1,1657549413862
PPGHW,1.63,100,1649100695495
RVP,4.455,100,1657828548261
FHN-D,24.93,75,1657736966917
RHS,167.39,5,1657828470972
HIFS,297.73,1,1657828789770
CSLT,2.05,5,1645045188305
KRUS,77.34,3,1657828798168
AEY,1.315,100,1657826815728
MOSC+,0.85,100,1579294074049
SYNA,119.21,1,1657828797774
VS,0.4383,18,1657817337019
WFC-X,24.99,100,1631562010929
ACET,17.31,9,1657828792104
ZGN,10.47,6,1657828795134
CCNEP,25.8,100,1657723574799
NSP,100.015,7,1657828794531
INSUW,2.89,100,1602683755727
OCEN,19.3,1,1656338429377
RUBY,0.8462,100,1657828530078
SCIU,33.46,100,1597343932170
XPAXW,0.2223,100,1657736362620
SHO-H,21.2,39,1657303998514
OCFC,18.455,57,1657828796142
GAM,35.08,100,1657813292938
PMD,6.12,69,1657731022413
FENC,6.49,100,1657828483427
SGBX,1.67,100,1657806643415
NUTX,2.48,55,1657828796374
PAQC,9.85,146,1657824071693
VYGG+,0.1627,200,1657648076259
CLVR,1.35,1000,1657828755731
PONO,10.13,15,1657742390274
PME,0.9,100,1657819700205
CAC,42.77,1,1657828796599
DAN,13.79,1,1657828799790
IBCP,18.64,12,1657828798150
LVOL,42.99,5,1620158395112
AC,37.39,1,1657828734548
HFXI,20.395,2,1657821190371
EQH,24.68,1,1657828837819
JJN,26.05,100,1657815093994
TFFP,5.67,100,1657821561894
MULN,1.06,1,1657828775788
ALX,232.1,1,1657828785567
FDBC,39.3,6,1657828250960
RWODU,9.98,100,1656612058999
DEUR,28.39,300,1603980134620
IVE,135.85,1000,1657828794012
FTI,5.62,100,1657828797025
BRCC,9.165,100,1657828786955
SCPE=,12.14,101,1628602859113
CELG,108.3,100,1574283599212
SPGS+,0.1799,100,1657819006044
IRRX,9.98,200,1657825945485
STOR,26.19,100,1657828791263
SCIJ,24.98,100,1598030968591
EAD,6.48,100,1657828781457
SZO,72.26,1,1552069338685
RDY,57.29,67,1657828789111
PWS,30.71,100,1657828156672
AGL,25.985,100,1657828794536
BFIIW,0.26,20,1657737176297
WWACU,10.0,100,1657805424248
ALO,1.265,100,1593546853651
KRBP,0.405,100,1657824202073
GDEVW,0.79,100,1645199040199
BSMV,21.06,5,1657739870290
CLR,63.16,22,1657828798156
PRG,16.715,100,1657828788842
LBRDP,25.77,100,1657808291407
FVC,33.44,20,1657828637758
BRO,58.29,1,1657828798337
PCYO,10.24,100,1657828796803
FRGI,6.96,15,1657828795138
KLTR,2.05,90,1657828625100
ELGX,0.2401,48,1594842873421
RBC,150.955,100,1633377589460
SHIPW,0.0299,100,1637341069353
COLD,31.08,3,1657828798046
EGPT,16.31,100,1657655944013
TRIS,9.825,143,1657826600775
ASC,6.86,16,1657828797278
PIAI+,0.0603,800,1656614267624
MTOR,36.33,20,1657828778220
QQQJ,22.96,1,1657830318074
NISN,0.7221,142,1657826160676
REVEW,0.089,400,1657737440154
LEXEA,50.33,100,1564171196810
P,8.395,300,1548968395528
QS+,7.85,100,1629388862703
APCA=,10.045,100,1654025173617
EVGOW,1.25,100,1657650528608
NHICU,9.88,100,1655321317875
PZG,0.43,2,1657828796307
FMBH,35.3,10,1657828795255
VBIV,0.8822,100,1657828795157
CTV,2.21,16,1657828784297
WBID,20.935,100,1554397100983
IPWR,10.92,100,1657827001186
SIERW,0.1,100,1657561856412
VWTR,15.75,100,1653422383009
MEG,34.13,74,1657828769983
BYN=,9.99,100,1657633168997
RBUS,37.265,170,1651514743458
PSPC=,9.75,144,1657805733353
EXK,3.06,75,1657832226293
HOLD,97.46,1,1657117809018
SYBX,1.06,3,1657828794020
CIC+,1.11,1000,1564162671541
TDF,13.6,100,1657828515280
EXEL,21.335,6,1657828798262
GWII,9.93,100,1657310394784
GBBKU,10.0,200,1655323051745
CERE,26.92,100,1657828798575
MFEM,17.38,11,1657817561696
ARR-B*,24.98,100,1582231893262
CTACW,2.805,100,1583439784740
RCKT,16.29,56,1657828796635
GHIXW,0.49,500,1657719788505
GLOW,1.89,48,1583516971168
TAST,2.19,2,1657831427872
WW,6.12,1,1657830464775
PNFP,68.7,100,1657828799536
XL+,2.68,100,1614372832262
USV,30.19,100,1607355531258
TRNE,24.585,100,1607547593529
HYFM,3.1,67,1657828792999
WHLR,2.51,100,1657818512562
SWCH,33.68,100,1657828779696
HYLD,26.94,1,1657826282590
ITRG,0.7113,100,1657825910026
NXP,14.19,72,1657828523696
MNLO,1.335,100,1599249583164
FLYU,21.445,1,1657825703637
BSMS,23.45,1,1657214819382
WPCB=,9.83,100,1655310805720
HUSE,28.39,100,1584123677857
CWB,64.75,50,1657828746045
TSIB,9.81,400,1657720507120
ADTHW,0.27,300,1657742094456
FHK,32.9,1,1600967570600
LTRYW,0.1241,200,1657742371436
VMAC,9.82,100,1643921954020
CACC,499.97,29,1657828797943
BAL,68.84,9,1656699809967
TBJL,21.09,51,1657649649672
SVNA,9.95,700,1656599259548
CPSR=,7.03,5,1641923758962
GZT,7.8,100,1551364262650
NDACU,9.79,100,1657738064425
PSAGW,0.13,100,1657291608809
APXTU,13.44,1,1625167379689
AVSU,44.94,200,1657121418413
MINI,29.51,74,1593547198857
SHE,75.27,50,1657823306745
SEAH,8.14,200,1643316667859
WARR,9.96,100,1657642082899
FENG,4.8,33,1657810407325
SSAAU,9.83,43,1657729476212
MCHI,51.895,90,1657828789506
CIVI,46.76,34,1657828796573
DUKB,25.16,4,1657807327783
PXLV,39.17,16,1558034756373
CHFW,9.71,73,1628707096954
JPEU,50.59,100,1590593961492
PRTS,7.57,50,1657829304077
U,32.57,50,1657829188884
BOSC,2.18,100,1657655596908
RCACU,9.98,200,1649948300246
BPI,6.385,100,1555098700222
DBUK,20.85,12,1552404250509
MUSA,269.39,23,1657828791327
HRMY,52.97,100,1657828799469
BLZE,4.99,250,1657828793566
BBVA,3.975,14,1657828791189
TNP-C,25.51,100,1601927176970
RXRA,9.81,92,1657742252198
OLEM,12.78,100,1595525658869
ET-E,23.25,100,1657742242066
GAL,38.15,100,1657815248720
PRSR,9.85,100,1657635748071
USCTW,0.05,287,1657819668027
TEMP,38.59,1,1650893403759
SPIP,27.595,100,1657828475973
BKLN,20.54,1,1657828786493
ATH-B,22.6,52,1657654061599
CVAR,24.13,5,1655840682474
ECOLW,5.18,100,1651172323618
NVUS,14.99,52,1609793985448
PACQ,10.13,400,1598039917874
SDRL,0.515,100,1592596739508
DBRG-G,25.12,100,1626809858450
CASS,33.23,15,1657828795090
PNM,47.225,100,1657828799786
CTACU,14.0,100,1582214785029
ZEV+,0.3901,200,1657827883003
YMLI,10.75,41,1569957233597
LEXXW,0.8,3,1654695133032
MXL,34.54,5,1657828795059
LBC,12.43,100,1657828770168
AAIC-C,20.46,50,1657116235456
JVA,2.69,52,1657742098651
THCAW,0.1,100,1657202153314
UPH,0.516,100,1657826505637
MFUS,36.39,3,1657650177516
SOJC,23.92,100,1657821124165
NUBIW,0.16,450,1651693511532
ACXP,3.49,79,1657655090924
DECAW,0.11,300,1657136526042
DUK-A,25.18,30,1657824937658
CARO,32.81,100,1588363115580
CMD,81.62,14,1622577607041
IIJI,9.93,100,1555599488124
TWND=,9.95,20,1654176641336
ETON,2.69,100,1657740276603
GROW,4.12,99,1657827554986
ATLO,22.01,31,1657828794201
BNGOW,0.3449,100,1657203330620
SJNK,24.24,100,1657828786953
PBAXU,10.02,1,1656530273345
ALR,1.13,80,1657828770463
COLL,16.99,46,1657828795374
OPP-A,19.15,1,1657816606823
ACTTW,2.05,100,1593027036778
HHGCU,10.57,6,1637948271119
CHIE,14.0,32,1657722694284
CSX,28.17,100,1657828799190
GTES,10.58,100,1657828789705
ALGRU,10.97,35,1585682855418
EVIX,11.285,100,1586202675427
NMFX,25.07,50,1597767130685
GLD,159.28,25,1657828737202
ESGG,119.83,90,1656077738125
JO,56.82,1,1657724729901
LOACU,14.28,79,1614091556403
AIMT,34.5,71,1602532796777
EA,122.3,100,1657828797886
VALX,26.21,2,1581368245981
FZT,9.8,300,1657824031121
VIIAU,9.82,1500,1655991900475
GTN,16.62,10,1657832212362
JWSM+,0.15,100,1657818281038
COVA,9.84,200,1657807928260
GNE,9.1,11,1657828773094
OIA,6.52,300,1657828186457
NAACU,9.83,11,1657806541630
BUFF,33.21,20,1657828274548
QQQE,63.75,100,1657823292438
MRTX,60.27,57,1657828798154
GLOG,5.8,4,1623182335654
SEDG,268.82,16,1657828796104
TM,153.17,300,1657828799537
FTIIU,10.06,100,1654804788979
DTRT,10.07,100,1657639234031
ELS,72.44,6,1657828798130
PCCT,10.06,2,1657828765031
LAAA,10.06,20,1657649924451
DUETW,0.16,200,1648649721156
SLAM,9.82,100,1657828426000
OFS,9.9,200,1657828640608
GIWWW,0.1801,100,1651246121929
DINO,42.58,100,1657828794086
GLAC,7.175,1,1572290983595
STGW,4.9,3,1657828796659
CAMP,4.23,100,1657828759826
KSICU,9.82,33,1653485709661
ATOM,10.48,54,1657828798038
MARPS,7.38,16,1657821003222
HLAH,9.84,16,1657742296169
ALL-G,24.98,100,1657826295215
PEARW,0.2159,100,1656012610351
PTACW,3.47,100,1608754730617
LGV=,9.8,20,1657655996212
AIMC,34.55,1,1657828795777
FWDI,27.21,45,1552675995209
PM,89.595,100,1657828797014
CBPX,36.99,10,1580504378727
MTBCP,26.09,100,1657291123820
PGNY,28.94,100,1657828799469
PRIF-D,23.5,10,1657546230652
FLEX,14.7,4,1657829959334
DUKH,25.275,400,1633454273285
WORX,0.7278,100,1657822342910
XPDIW,2.47,200,1642625963863
INKA,10.0,87,1657201761754
WINC,23.71,100,1657116739205
CECE,6.075,3,1657828790827
HOFT,15.95,36,1657828798151
QUIK,7.44,160,1657826592034
NSA,49.645,10,1657828799186
PYN,8.12,100,1657813887357
SHLL+,22.5,100,1601582087534
MAN,75.4,13,1657828798093
SRNE,2.52,10,1657828795285
GWIIU,9.89,14,1629316718665
CORP,96.89,1,1657828399315
FJP,40.29,13,1657045987656
NYMT,2.735,100,1657828464652
ESMT,16.28,9,1657828795083
FALN,24.72,2,1657828542659
MLAI,10.02,6,1657828727334
HOPE,13.23,1,1657829150005
DFAT,39.52,200,1657828786471
PTON,8.35,33,1657828795810
SMHI,5.19,1,1657828788902
SGAMW,1.2,200,1634931201121
YUMA,1.56,100,1586876772947
IPVIW,0.2851,100,1656005159767
VGLT,70.73,50,1657829936403
GPS,8.23,8,1657828795644
TANNI,25.5,12,1657569536637
IMAQW,0.0417,400,1654278493565
IFN,16.04,100,1657828250243
CRNT,2.6,300,1657827858823
COWN,32.89,1,1657828796340
SIERU,9.94,100,1657640417431
ADEX+,0.15,100,1654275923760
CLBK,21.3,6,1657828799116
CVCY,14.82,100,1657826971326
DMF,6.88,100,1657828676167
RALS,33.01,100,1650554096105
CXM,10.33,20,1657828795063
BEP#,41.58,100,1595859331805
PORT,9.93,100,1656611165245
TCRR,3.42,10,1657828794880
EVAX,2.4,200,1657827067224
ORTX,0.5715,20,1657828796295
ILCV,59.29,100,1657806879351
RTLPO,22.95,100,1657823498840
BSFC,1.38,100,1657828680688
TWO-E,25.305,100,1615491752885
AIF,12.34,300,1657827666296
SEIX,23.04,1,1657805461073
KACLU,10.1,100,1657655822624
VERB,0.58,1,1657828685939
PHK,4.955,100,1657828626417
AHH,12.525,15,1657828798077
INN-D,25.33,100,1628518056417
GBLL,24.97,100,1648840689859
INST,23.06,105,1657828785367
FDD,10.15,600,1657817184383
OIIM,3.68,100,1657826400385
SCPE+,3.11,100,1628711902073
HNDL,20.6,100,1657827989897
GOOGL,2208.38,100,1657828799541
IVCP,9.84,100,1655474131730
ROT+,1.285,181,1632513256398
PARAP,39.105,43,1657828768334
SRT,2.73,100,1657828261952
CNDB=,10.08,100,1654010671126
AAU,0.215,100,1657827002254
EMLC,23.28,100,1657828795154
UZD,20.95,100,1657816633888
APLE,15.16,67,1657828796394
GFS,44.38,100,1657828799908
MLHR,38.91,89,1635537594136
EOI,15.0,50,1657828650787
MLPQ,3.62,2,1584559794065
TRTN-C,24.7,100,1657827072795
CL,78.34,2,1657828798251
FLN,15.24,100,1657825758613
DIHP,20.66,1,1657828741031
EGLX,1.69,200,1657828463452
SKYAU,9.79,100,1657046018784
PX,11.41,1,1657828745950
ITAQU,10.02,1000,1654611713874
LRMR,1.99,27,1657739791232
